brand,name,gender,year,top_notes,heart_notes,base_notes,family,rating,imageUrl
Yves Saint Laurent,Velvet Trail 1131,WOMEN,2023,Fig Leaf;Lemon;Lavender,Cinnamon;Violet;Jasmine,Praline;Sandalwood;Oakmoss,Woody Amber,4.8,
Acqua di Parma,Opaline Parfum 1132,UNISEX,2008,Saffron;Mint;Aldehydes,Fig;Nutmeg;Cedar,Musk;Incense;Cashmeran,Citrus Aromatic,3.6,
Parfums de Marly,Zenith Signature 1133,MEN,1993,Fig Leaf;Bergamot;Mint,Tuberose;Dates;Cedar,Musk;Vanilla;Praline,Woody Spicy,3.9,
Initio,Velvet Whisper 1134,WOMEN,1994,Apple;Fig Leaf;Pink Pepper,Ylang Ylang;Nutmeg;Dates,Cashmeran;Cedarwood;Leather,Fresh Citrus,4.5,
Mancera,Aura Essence 1135,WOMEN,2009,Mandarin;Grapefruit;Ginger,Jasmine;Lavender;Coffee,Incense;Cashmeran;Labdanum,Woody Amber,4.0,https://images.odora.it/perfumes/mancera-1135.jpg
Montale,Absolu Eau de Parfum 1136,WOMEN,2018,Pear;Lemon;Neroli,Tuberose;Fig;Violet,Incense;Oakmoss;Cedarwood,Amber Gourmand,3.6,
Nishane,Saffron Whisper 1137,UNISEX,1998,Apple;Pear;Mandarin,Ylang Ylang;Coffee;Cedar,Benzoin;Oakmoss;Myrrh,Woody Amber,4.5,
Memo Paris,Zenith Nectar 1138,WOMEN,2006,Bergamot;Cardamom;Juniper Berries,Iris;Cinnamon;Orange Blossom,Cedarwood;Praline;Leather,Floral Woody Musk,3.8,
Frederic Malle,Intense Pulse 1139,MEN,1996,Pear;Mandarin;Mint,Violet;Rose;Cedar,Tonka Bean;Amber;Musk,Fresh Citrus,3.9,
Le Labo,Noble Parfum 1140,UNISEX,2007,Apple;Pink Pepper;Aldehydes,Geranium;Tuberose;Patchouli,Oakmoss;Amber;Vanilla,Oriental Vanilla,4.3,https://images.odora.it/perfumes/le-labo-1140.jpg
Dior,Noble Eau de Parfum 1141,UNISEX,1991,Grapefruit;Mint;Bergamot,Coffee;Ylang Ylang;Rose,Sandalwood;Cedarwood;Vetiver,Amber Gourmand,3.8,
Chanel,Amber Code 1142,UNISEX,2019,Juniper Berries;Bergamot;Mandarin,Orange Blossom;Cinnamon;Jasmine,Benzoin;Oud;Cashmeran,Green Aromatic,4.2,
Xerjoff,Solar Whisper 1143,MEN,1988,Neroli;Lemon;Mandarin,Rose;Patchouli;Lavender,Amber;Oakmoss;Myrrh,Fresh Citrus,4.6,
Lattafa,Opaline Reserve 1144,UNISEX,1986,Fig Leaf;Neroli;Ginger,Fig;Cinnamon;Orange Blossom,Labdanum;Benzoin;Vetiver,Woody Spicy,4.8,
Amouage,Velvet Essence 1145,MEN,2019,Fig Leaf;Aldehydes;Lavender,Geranium;Dates;Violet,Cashmeran;Benzoin;Vanilla,Amber Gourmand,4.4,https://images.odora.it/perfumes/amouage-1145.jpg
Tom Ford,Absolu Essence 1146,UNISEX,1995,Lavender;Apple;Juniper Berries,Rose;Patchouli;Cedar,Vetiver;Myrrh;Amber,Oriental Vanilla,4.7,
Guerlain,Amber Whisper 1147,WOMEN,2006,Mandarin;Lemon;Mint,Fig;Cedar;Cinnamon,Cashmeran;Oakmoss;Cedarwood,Fresh Citrus,4.0,
Maison Francis Kurkdjian,Velvet Whisper 1148,MEN,1994,Cardamom;Fig Leaf;Mint,Cinnamon;Lavender;Dates,Cedarwood;Oakmoss;Sandalwood,Fresh Citrus,4.5,
Diptyque,Noir Veil 1149,MEN,2018,Lemon;Mint;Juniper Berries,Ylang Ylang;Fig;Coffee,Benzoin;Amber;Praline,Aromatic Fougere,3.5,
Byredo,Oud Pulse 1150,WOMEN,1981,Ginger;Juniper Berries;Pink Pepper,Violet;Tuberose;Nutmeg,Benzoin;Oakmoss;Oud,Woody Amber,3.6,https://images.odora.it/perfumes/byredo-1150.jpg
Yves Saint Laurent,Silk Reserve 1151,UNISEX,2024,Juniper Berries;Neroli;Grapefruit,Violet;Orange Blossom;Ylang Ylang,Benzoin;Vanilla;Oud,Floral Musk,4.2,
Acqua di Parma,Midnight Spirit 1152,WOMEN,2006,Neroli;Bergamot;Pear,Cinnamon;Fig;Dates,Benzoin;Cashmeran;Labdanum,Floral Woody Musk,4.1,
Parfums de Marly,Zenith Nectar 1153,MEN,1992,Lemon;Apple;Pink Pepper,Dates;Coffee;Nutmeg,Benzoin;Incense;Tonka Bean,Aromatic Fougere,4.3,
Initio,Aura Elixir 1154,WOMEN,2023,Fig Leaf;Lavender;Aldehydes,Tuberose;Ylang Ylang;Jasmine,Cashmeran;Amber;Tonka Bean,Citrus Aromatic,4.2,
Mancera,Opaline Legend 1155,UNISEX,2021,Grapefruit;Ginger;Saffron,Tuberose;Dates;Cedar,Oud;Praline;Cashmeran,Floral Musk,3.7,https://images.odora.it/perfumes/mancera-1155.jpg
Montale,Royal Fusion 1156,UNISEX,2008,Mint;Aldehydes;Grapefruit,Cedar;Fig;Dates,Praline;Musk;Amber,Woody Amber,4.8,
Nishane,Solar Nectar 1157,UNISEX,2002,Apple;Lemon;Juniper Berries,Geranium;Fig;Rose,Amber;Oakmoss;Labdanum,Floral Musk,4.1,
Memo Paris,Oud Fusion 1158,UNISEX,1995,Fig Leaf;Saffron;Lavender,Nutmeg;Rose;Cedar,Oud;Cashmeran;Benzoin,Woody Spicy,4.6,
Frederic Malle,Solar Fusion 1159,MEN,1985,Lemon;Cardamom;Juniper Berries,Geranium;Jasmine;Coffee,Tonka Bean;Cashmeran;Vetiver,Fresh Citrus,4.1,
Le Labo,Eclat Parfum 1160,MEN,2006,Apple;Pink Pepper;Juniper Berries,Lavender;Orange Blossom;Fig,Leather;Praline;Sandalwood,Floral Musk,4.6,https://images.odora.it/perfumes/le-labo-1160.jpg
Dior,Noir Signature 1161,WOMEN,2019,Mandarin;Ginger;Saffron,Ylang Ylang;Dates;Coffee,Oud;Oakmoss;Praline,Woody Amber,3.5,
Chanel,Absolu Essence 1162,MEN,2006,Pear;Lemon;Neroli,Cedar;Nutmeg;Jasmine,Vetiver;Sandalwood;Cedarwood,Green Aromatic,4.0,
Xerjoff,Amber Pulse 1163,WOMEN,2024,Fig Leaf;Juniper Berries;Bergamot,Coffee;Jasmine;Cinnamon,Musk;Amber;Vetiver,Citrus Aromatic,4.4,
Lattafa,Zenith Veil 1164,WOMEN,2012,Grapefruit;Aldehydes;Fig Leaf,Iris;Geranium;Cedar,Praline;Musk;Amber,Woody Spicy,4.6,
Amouage,Oud Fusion 1165,MEN,1985,Saffron;Fig Leaf;Ginger,Geranium;Jasmine;Rose,Cedarwood;Benzoin;Labdanum,Floral Musk,4.5,https://images.odora.it/perfumes/amouage-1165.jpg
Tom Ford,Zenith Pulse 1166,MEN,1991,Apple;Juniper Berries;Lavender,Cedar;Violet;Jasmine,Musk;Vanilla;Sandalwood,Woody Spicy,3.5,
Guerlain,Midnight Bloom 1167,WOMEN,2021,Juniper Berries;Cardamom;Saffron,Tuberose;Lavender;Violet,Musk;Incense;Cedarwood,Woody Amber,4.6,
Maison Francis Kurkdjian,Oud Fusion 1168,UNISEX,2010,Bergamot;Neroli;Cardamom,Nutmeg;Ylang Ylang;Lavender,Vanilla;Leather;Oakmoss,Floral Musk,4.3,
Diptyque,Royal Edition 1169,UNISEX,1996,Mint;Saffron;Pink Pepper,Cedar;Lavender;Nutmeg,Tonka Bean;Sandalwood;Vetiver,Floral Musk,4.4,
Byredo,Solar Veil 1170,MEN,1982,Ginger;Cardamom;Bergamot,Violet;Rose;Dates,Tonka Bean;Sandalwood;Benzoin,Citrus Aromatic,3.6,https://images.odora.it/perfumes/byredo-1170.jpg
Yves Saint Laurent,Mystic Veil 1171,WOMEN,2024,Pear;Fig Leaf;Bergamot,Tuberose;Rose;Dates,Musk;Vetiver;Benzoin,Amber Gourmand,4.5,
Acqua di Parma,Noble Edition 1172,UNISEX,2012,Ginger;Cardamom;Juniper Berries,Jasmine;Dates;Coffee,Leather;Incense;Amber,Amber Gourmand,4.5,
Parfums de Marly,Velvet Essence 1173,UNISEX,2008,Mint;Bergamot;Saffron,Rose;Cinnamon;Jasmine,Benzoin;Labdanum;Musk,Oriental Vanilla,4.4,
Initio,Eclat Bloom 1174,UNISEX,2007,Lavender;Bergamot;Lemon,Patchouli;Tuberose;Coffee,Vanilla;Vetiver;Oud,Fresh Citrus,3.6,
Mancera,Solar Parfum 1175,MEN,2008,Grapefruit;Pink Pepper;Saffron,Geranium;Cinnamon;Patchouli,Benzoin;Myrrh;Vetiver,Floral Musk,4.4,https://images.odora.it/perfumes/mancera-1175.jpg
Montale,Luminous Fusion 1176,MEN,2018,Lemon;Bergamot;Cardamom,Ylang Ylang;Tuberose;Coffee,Praline;Labdanum;Leather,Woody Amber,4.9,
Nishane,Midnight Pulse 1177,WOMEN,2004,Apple;Grapefruit;Cardamom,Cedar;Nutmeg;Patchouli,Vetiver;Leather;Amber,Amber Gourmand,4.8,
Memo Paris,Silk Nectar 1178,UNISEX,2012,Grapefruit;Ginger;Bergamot,Fig;Violet;Geranium,Sandalwood;Cedarwood;Praline,Green Aromatic,4.8,
Frederic Malle,Amber Legend 1179,MEN,1997,Pear;Grapefruit;Juniper Berries,Orange Blossom;Nutmeg;Cedar,Labdanum;Vanilla;Vetiver,Woody Spicy,4.6,
Le Labo,Zenith Pulse 1180,UNISEX,1993,Pink Pepper;Grapefruit;Cardamom,Cinnamon;Tuberose;Coffee,Oakmoss;Cedarwood;Benzoin,Fresh Citrus,4.8,https://images.odora.it/perfumes/le-labo-1180.jpg
Dior,Opaline Parfum 1181,UNISEX,1998,Lemon;Fig Leaf;Neroli,Violet;Orange Blossom;Lavender,Oud;Tonka Bean;Myrrh,Fresh Citrus,3.5,
Chanel,Midnight Legend 1182,WOMEN,1988,Mint;Apple;Aldehydes,Coffee;Iris;Patchouli,Praline;Labdanum;Oud,Green Aromatic,3.7,
Xerjoff,Royal Nectar 1183,MEN,2015,Mint;Lemon;Cardamom,Jasmine;Fig;Violet,Incense;Vetiver;Praline,Woody Spicy,4.5,
Lattafa,Opaline Elixir 1184,WOMEN,2019,Fig Leaf;Mint;Grapefruit,Cedar;Violet;Patchouli,Musk;Vanilla;Incense,Woody Amber,3.6,
Amouage,Mystic Spirit 1185,WOMEN,1983,Fig Leaf;Bergamot;Aldehydes,Orange Blossom;Rose;Cedar,Vanilla;Incense;Cashmeran,Floral Woody Musk,3.7,https://images.odora.it/perfumes/amouage-1185.jpg
Tom Ford,Luminous Elixir 1186,WOMEN,2000,Bergamot;Fig Leaf;Pear,Orange Blossom;Rose;Dates,Vetiver;Benzoin;Labdanum,Floral Musk,4.5,
Guerlain,Solar Elixir 1187,WOMEN,1986,Pink Pepper;Pear;Apple,Cedar;Coffee;Violet,Vanilla;Myrrh;Sandalwood,Citrus Aromatic,4.6,
Maison Francis Kurkdjian,Amber Pulse 1188,MEN,2016,Mint;Saffron;Aldehydes,Lavender;Iris;Nutmeg,Benzoin;Praline;Vetiver,Oriental Vanilla,4.1,
Diptyque,Noir Whisper 1189,WOMEN,2023,Saffron;Mandarin;Bergamot,Jasmine;Rose;Geranium,Myrrh;Cashmeran;Oud,Aromatic Fougere,4.2,
Byredo,Mystic Essence 1190,MEN,2010,Pink Pepper;Ginger;Grapefruit,Violet;Rose;Dates,Praline;Tonka Bean;Cedarwood,Woody Spicy,4.1,https://images.odora.it/perfumes/byredo-1190.jpg
Yves Saint Laurent,Eclat Veil 1191,MEN,2015,Saffron;Apple;Aldehydes,Fig;Dates;Ylang Ylang,Labdanum;Amber;Benzoin,Floral Woody Musk,3.6,
Acqua di Parma,Silk Spirit 1192,WOMEN,1982,Apple;Grapefruit;Bergamot,Rose;Ylang Ylang;Violet,Oakmoss;Myrrh;Amber,Woody Amber,3.9,
Parfums de Marly,Saffron Fusion 1193,UNISEX,1999,Pear;Lemon;Bergamot,Patchouli;Rose;Lavender,Cedarwood;Sandalwood;Benzoin,Oriental Vanilla,4.8,
Initio,Eclat Legend 1194,UNISEX,1980,Cardamom;Saffron;Pink Pepper,Violet;Fig;Geranium,Musk;Praline;Labdanum,Floral Musk,4.0,
Mancera,Noir Code 1195,WOMEN,2006,Mint;Saffron;Cardamom,Tuberose;Iris;Orange Blossom,Oud;Musk;Vanilla,Green Aromatic,3.5,https://images.odora.it/perfumes/mancera-1195.jpg
Montale,Opaline Pulse 1196,MEN,2010,Bergamot;Aldehydes;Lavender,Tuberose;Cedar;Ylang Ylang,Cedarwood;Cashmeran;Vanilla,Woody Amber,4.0,
Nishane,Eclat Trail 1197,MEN,2001,Lavender;Juniper Berries;Fig Leaf,Dates;Violet;Orange Blossom,Cedarwood;Labdanum;Oud,Citrus Aromatic,4.0,
Memo Paris,Silk Sillage 1198,MEN,1980,Grapefruit;Saffron;Juniper Berries,Geranium;Cinnamon;Ylang Ylang,Praline;Myrrh;Amber,Woody Spicy,3.6,
Frederic Malle,Oud Essence 1199,MEN,2000,Bergamot;Juniper Berries;Lemon,Patchouli;Coffee;Cedar,Praline;Tonka Bean;Benzoin,Aromatic Fougere,4.1,
Le Labo,Oud Spirit 1200,MEN,1987,Juniper Berries;Pear;Cardamom,Jasmine;Patchouli;Cinnamon,Tonka Bean;Vanilla;Amber,Floral Musk,3.6,https://images.odora.it/perfumes/le-labo-1200.jpg
Dior,Zenith Reserve 1201,MEN,2017,Lavender;Cardamom;Pink Pepper,Ylang Ylang;Coffee;Iris,Sandalwood;Cashmeran;Incense,Floral Musk,3.7,
Chanel,Midnight Legend 1202,UNISEX,2013,Aldehydes;Bergamot;Juniper Berries,Iris;Lavender;Cinnamon,Cashmeran;Vanilla;Oud,Green Aromatic,4.6,
Xerjoff,Luminous Parfum 1203,WOMEN,2013,Grapefruit;Mint;Pink Pepper,Dates;Rose;Tuberose,Sandalwood;Benzoin;Vetiver,Amber Gourmand,4.3,
Lattafa,Oud Elixir 1204,UNISEX,1984,Bergamot;Grapefruit;Neroli,Tuberose;Orange Blossom;Geranium,Praline;Tonka Bean;Oud,Aromatic Fougere,3.6,
Amouage,Absolu Fusion 1205,WOMEN,2010,Cardamom;Bergamot;Juniper Berries,Violet;Fig;Tuberose,Oakmoss;Benzoin;Cashmeran,Amber Gourmand,4.1,https://images.odora.it/perfumes/amouage-1205.jpg
Tom Ford,Silk Pulse 1206,WOMEN,2018,Bergamot;Lavender;Mint,Coffee;Ylang Ylang;Rose,Oud;Labdanum;Leather,Green Aromatic,4.5,
Guerlain,Saffron Nectar 1207,UNISEX,2017,Pink Pepper;Lavender;Saffron,Tuberose;Orange Blossom;Ylang Ylang,Cedarwood;Labdanum;Leather,Green Aromatic,4.2,
Maison Francis Kurkdjian,Velvet Edition 1208,UNISEX,2024,Mint;Grapefruit;Saffron,Cinnamon;Coffee;Fig,Myrrh;Tonka Bean;Cedarwood,Woody Amber,4.1,
Diptyque,Eclat Pulse 1209,UNISEX,1988,Fig Leaf;Mint;Lemon,Orange Blossom;Cinnamon;Rose,Sandalwood;Tonka Bean;Musk,Oriental Vanilla,4.8,
Byredo,Amber Elixir 1210,UNISEX,2005,Lavender;Aldehydes;Pink Pepper,Violet;Dates;Rose,Labdanum;Amber;Sandalwood,Oriental Vanilla,4.7,https://images.odora.it/perfumes/byredo-1210.jpg
Yves Saint Laurent,Eclat Legend 1211,UNISEX,1996,Fig Leaf;Pear;Grapefruit,Tuberose;Ylang Ylang;Orange Blossom,Vetiver;Amber;Benzoin,Amber Gourmand,4.3,
Acqua di Parma,Luminous Pulse 1212,UNISEX,2022,Mint;Grapefruit;Pink Pepper,Iris;Nutmeg;Rose,Musk;Sandalwood;Vanilla,Floral Musk,3.6,
Parfums de Marly,Absolu Reserve 1213,WOMEN,2002,Lemon;Mint;Ginger,Cinnamon;Orange Blossom;Coffee,Cashmeran;Vanilla;Oud,Green Aromatic,3.7,
Initio,Silk Nectar 1214,UNISEX,2006,Grapefruit;Lavender;Mint,Coffee;Cedar;Dates,Tonka Bean;Amber;Oud,Woody Spicy,3.9,
Mancera,Silk Sillage 1215,WOMEN,2013,Mandarin;Fig Leaf;Lemon,Dates;Cedar;Fig,Sandalwood;Amber;Incense,Green Aromatic,4.4,https://images.odora.it/perfumes/mancera-1215.jpg
Montale,Noir Pulse 1216,MEN,2013,Pink Pepper;Mandarin;Apple,Dates;Ylang Ylang;Orange Blossom,Cashmeran;Tonka Bean;Sandalwood,Woody Amber,3.7,
Nishane,Absolu Elixir 1217,UNISEX,1988,Apple;Mandarin;Lavender,Iris;Geranium;Nutmeg,Leather;Myrrh;Sandalwood,Woody Amber,4.4,
Memo Paris,Royal Signature 1218,UNISEX,1992,Lavender;Apple;Mandarin,Rose;Cedar;Ylang Ylang,Leather;Incense;Cedarwood,Woody Amber,4.6,
Frederic Malle,Zenith Sillage 1219,WOMEN,1995,Mandarin;Ginger;Juniper Berries,Coffee;Cinnamon;Orange Blossom,Leather;Amber;Cedarwood,Floral Musk,4.1,
Le Labo,Velvet Elixir 1220,UNISEX,1991,Aldehydes;Apple;Lemon,Dates;Fig;Orange Blossom,Oud;Myrrh;Oakmoss,Floral Musk,4.9,https://images.odora.it/perfumes/le-labo-1220.jpg
Dior,Solar Fusion 1221,MEN,2023,Ginger;Saffron;Cardamom,Ylang Ylang;Geranium;Coffee,Oakmoss;Benzoin;Praline,Woody Spicy,4.0,
Chanel,Amber Signature 1222,UNISEX,2002,Pink Pepper;Cardamom;Mandarin,Geranium;Cinnamon;Cedar,Cashmeran;Benzoin;Leather,Floral Musk,4.8,
Xerjoff,Intense Trail 1223,WOMEN,2015,Neroli;Mint;Bergamot,Coffee;Jasmine;Lavender,Leather;Tonka Bean;Oakmoss,Oriental Vanilla,4.3,
Lattafa,Solar Code 1224,UNISEX,1994,Pink Pepper;Juniper Berries;Saffron,Jasmine;Iris;Rose,Labdanum;Musk;Cashmeran,Floral Musk,4.3,
Amouage,Noir Reserve 1225,MEN,1999,Fig Leaf;Lavender;Lemon,Tuberose;Fig;Nutmeg,Leather;Oakmoss;Tonka Bean,Aromatic Fougere,4.6,https://images.odora.it/perfumes/amouage-1225.jpg
Tom Ford,Intense Eau de Parfum 1226,WOMEN,1986,Pink Pepper;Mandarin;Saffron,Fig;Ylang Ylang;Jasmine,Oud;Incense;Cedarwood,Oriental Vanilla,3.5,
Guerlain,Aura Reserve 1227,UNISEX,2019,Mint;Pink Pepper;Saffron,Geranium;Iris;Cedar,Tonka Bean;Benzoin;Amber,Citrus Aromatic,3.6,
Maison Francis Kurkdjian,Intense Essence 1228,UNISEX,2011,Ginger;Bergamot;Apple,Dates;Coffee;Geranium,Praline;Cashmeran;Amber,Citrus Aromatic,3.6,
Diptyque,Solar Nectar 1229,WOMEN,1983,Apple;Lavender;Aldehydes,Jasmine;Lavender;Dates,Labdanum;Vetiver;Musk,Woody Spicy,4.2,
Byredo,Zenith Fusion 1230,WOMEN,1990,Juniper Berries;Bergamot;Pink Pepper,Tuberose;Cedar;Violet,Sandalwood;Benzoin;Cedarwood,Woody Spicy,4.3,https://images.odora.it/perfumes/byredo-1230.jpg
Yves Saint Laurent,Noble Essence 1231,MEN,2021,Lavender;Mint;Pink Pepper,Iris;Violet;Rose,Incense;Leather;Amber,Aromatic Fougere,4.4,
Acqua di Parma,Noir Reserve 1232,WOMEN,1995,Mandarin;Ginger;Neroli,Nutmeg;Jasmine;Tuberose,Incense;Musk;Praline,Floral Woody Musk,4.6,
Parfums de Marly,Amber Spirit 1233,UNISEX,2007,Aldehydes;Lavender;Cardamom,Cedar;Ylang Ylang;Orange Blossom,Vanilla;Leather;Vetiver,Citrus Aromatic,3.9,
Initio,Royal Bloom 1234,MEN,2018,Ginger;Pink Pepper;Apple,Cinnamon;Nutmeg;Lavender,Oakmoss;Labdanum;Vetiver,Aromatic Fougere,3.7,
Mancera,Noir Eau de Parfum 1235,MEN,1984,Neroli;Pink Pepper;Saffron,Nutmeg;Patchouli;Cedar,Oakmoss;Cedarwood;Cashmeran,Woody Amber,4.5,https://images.odora.it/perfumes/mancera-1235.jpg
Montale,Oud Spirit 1236,UNISEX,2009,Mandarin;Lemon;Cardamom,Rose;Nutmeg;Cedar,Tonka Bean;Sandalwood;Oakmoss,Floral Musk,4.4,
Nishane,Oud Sillage 1237,UNISEX,2015,Neroli;Aldehydes;Lavender,Tuberose;Orange Blossom;Jasmine,Leather;Musk;Cedarwood,Woody Spicy,4.6,
Memo Paris,Amber Eau de Parfum 1238,UNISEX,2011,Lemon;Mandarin;Fig Leaf,Geranium;Violet;Tuberose,Benzoin;Tonka Bean;Labdanum,Aromatic Fougere,4.1,
Frederic Malle,Absolu Legend 1239,MEN,2012,Apple;Lemon;Cardamom,Coffee;Nutmeg;Patchouli,Vanilla;Musk;Myrrh,Aromatic Fougere,3.5,
Le Labo,Noble Eau de Parfum 1240,MEN,2021,Bergamot;Neroli;Lavender,Lavender;Tuberose;Jasmine,Oakmoss;Benzoin;Labdanum,Fresh Citrus,4.1,https://images.odora.it/perfumes/le-labo-1240.jpg
Dior,Noble Nectar 1241,WOMEN,2014,Pink Pepper;Neroli;Mandarin,Lavender;Nutmeg;Cedar,Tonka Bean;Amber;Cedarwood,Aromatic Fougere,4.2,
Chanel,Opaline Sillage 1242,WOMEN,2013,Neroli;Bergamot;Ginger,Patchouli;Nutmeg;Cedar,Labdanum;Vetiver;Cedarwood,Citrus Aromatic,3.9,
Xerjoff,Zenith Trail 1243,WOMEN,1989,Lavender;Neroli;Cardamom,Nutmeg;Patchouli;Cinnamon,Musk;Myrrh;Tonka Bean,Fresh Citrus,3.7,
Lattafa,Eclat Fusion 1244,UNISEX,1994,Apple;Pear;Saffron,Nutmeg;Ylang Ylang;Jasmine,Sandalwood;Leather;Incense,Floral Musk,4.0,
Amouage,Mystic Legend 1245,MEN,1983,Bergamot;Juniper Berries;Pink Pepper,Orange Blossom;Iris;Fig,Leather;Cashmeran;Cedarwood,Floral Woody Musk,3.9,https://images.odora.it/perfumes/amouage-1245.jpg
Tom Ford,Solar Eau de Parfum 1246,UNISEX,1990,Aldehydes;Pear;Cardamom,Jasmine;Nutmeg;Patchouli,Cedarwood;Vanilla;Leather,Amber Gourmand,3.6,
Guerlain,Oud Parfum 1247,UNISEX,1981,Fig Leaf;Neroli;Mandarin,Jasmine;Fig;Ylang Ylang,Amber;Benzoin;Vetiver,Oriental Vanilla,3.6,
Maison Francis Kurkdjian,Noble Veil 1248,UNISEX,1997,Ginger;Juniper Berries;Bergamot,Violet;Jasmine;Iris,Cedarwood;Tonka Bean;Vanilla,Citrus Aromatic,4.0,
Diptyque,Royal Edition 1249,MEN,2005,Grapefruit;Mint;Saffron,Rose;Nutmeg;Iris,Leather;Cashmeran;Praline,Woody Amber,4.3,
Byredo,Luminous Parfum 1250,WOMEN,1995,Grapefruit;Mandarin;Lemon,Fig;Dates;Iris,Vanilla;Cedarwood;Oakmoss,Aromatic Fougere,4.5,https://images.odora.it/perfumes/byredo-1250.jpg
Yves Saint Laurent,Solar Trail 1251,MEN,1992,Lavender;Saffron;Juniper Berries,Geranium;Cinnamon;Tuberose,Labdanum;Oud;Cedarwood,Amber Gourmand,3.5,
Acqua di Parma,Mystic Sillage 1252,WOMEN,2001,Neroli;Cardamom;Bergamot,Nutmeg;Jasmine;Cinnamon,Cashmeran;Leather;Vetiver,Woody Amber,3.9,
Parfums de Marly,Royal Spirit 1253,WOMEN,2022,Lemon;Mint;Lavender,Patchouli;Iris;Lavender,Benzoin;Oud;Labdanum,Green Aromatic,4.1,
Initio,Saffron Reserve 1254,MEN,2023,Cardamom;Lemon;Lavender,Lavender;Violet;Rose,Musk;Oakmoss;Benzoin,Citrus Aromatic,4.8,
Mancera,Solar Legend 1255,WOMEN,1993,Neroli;Aldehydes;Apple,Orange Blossom;Cedar;Fig,Leather;Tonka Bean;Praline,Green Aromatic,4.2,https://images.odora.it/perfumes/mancera-1255.jpg
Montale,Zenith Signature 1256,UNISEX,2016,Cardamom;Lemon;Apple,Jasmine;Coffee;Geranium,Oakmoss;Myrrh;Tonka Bean,Oriental Vanilla,4.6,
Nishane,Luminous Fusion 1257,WOMEN,2011,Ginger;Mandarin;Aldehydes,Orange Blossom;Patchouli;Violet,Amber;Vetiver;Oakmoss,Floral Musk,4.5,
Memo Paris,Solar Essence 1258,UNISEX,1993,Lemon;Apple;Ginger,Ylang Ylang;Rose;Dates,Praline;Benzoin;Sandalwood,Green Aromatic,4.9,
Frederic Malle,Absolu Legend 1259,MEN,2009,Grapefruit;Pear;Saffron,Cinnamon;Lavender;Cedar,Vanilla;Oud;Incense,Oriental Vanilla,3.8,
Le Labo,Intense Sillage 1260,UNISEX,1986,Lavender;Cardamom;Bergamot,Cedar;Ylang Ylang;Geranium,Myrrh;Musk;Cashmeran,Amber Gourmand,4.3,https://images.odora.it/perfumes/le-labo-1260.jpg
Dior,Velvet Sillage 1261,MEN,2008,Pink Pepper;Neroli;Lemon,Geranium;Patchouli;Coffee,Oud;Cedarwood;Tonka Bean,Woody Amber,3.5,
Chanel,Zenith Elixir 1262,WOMEN,2010,Pear;Lemon;Bergamot,Cinnamon;Ylang Ylang;Geranium,Cedarwood;Incense;Benzoin,Amber Gourmand,4.2,
Xerjoff,Absolu Bloom 1263,UNISEX,1999,Lavender;Bergamot;Pear,Cedar;Dates;Nutmeg,Leather;Vetiver;Myrrh,Amber Gourmand,3.5,
Lattafa,Absolu Sillage 1264,UNISEX,1987,Neroli;Pink Pepper;Mint,Geranium;Violet;Nutmeg,Oud;Amber;Leather,Floral Musk,3.9,
Amouage,Intense Whisper 1265,UNISEX,1994,Ginger;Neroli;Mint,Fig;Cedar;Iris,Praline;Cashmeran;Amber,Citrus Aromatic,4.3,https://images.odora.it/perfumes/amouage-1265.jpg
Tom Ford,Noir Eau de Parfum 1266,WOMEN,2001,Lavender;Ginger;Juniper Berries,Rose;Lavender;Dates,Oakmoss;Musk;Praline,Woody Amber,4.7,
Guerlain,Zenith Eau de Parfum 1267,WOMEN,2009,Mandarin;Grapefruit;Apple,Nutmeg;Dates;Fig,Incense;Myrrh;Cedarwood,Citrus Aromatic,4.6,
Maison Francis Kurkdjian,Opaline Sillage 1268,MEN,2024,Bergamot;Pink Pepper;Apple,Jasmine;Iris;Fig,Leather;Vetiver;Oud,Aromatic Fougere,4.2,
Diptyque,Midnight Signature 1269,UNISEX,2020,Saffron;Apple;Fig Leaf,Iris;Geranium;Jasmine,Incense;Sandalwood;Vetiver,Citrus Aromatic,4.6,
Byredo,Mystic Sillage 1270,WOMEN,2019,Fig Leaf;Ginger;Mint,Violet;Cinnamon;Iris,Cashmeran;Praline;Oakmoss,Floral Musk,4.7,https://images.odora.it/perfumes/byredo-1270.jpg
Yves Saint Laurent,Intense Reserve 1271,MEN,1987,Mandarin;Lemon;Bergamot,Coffee;Fig;Tuberose,Sandalwood;Oakmoss;Labdanum,Citrus Aromatic,4.1,
Acqua di Parma,Noble Fusion 1272,MEN,2004,Lemon;Aldehydes;Juniper Berries,Coffee;Cedar;Patchouli,Musk;Labdanum;Tonka Bean,Oriental Vanilla,3.5,
Parfums de Marly,Silk Nectar 1273,WOMEN,2004,Saffron;Bergamot;Lavender,Orange Blossom;Ylang Ylang;Cedar,Tonka Bean;Musk;Benzoin,Citrus Aromatic,4.0,
Initio,Solar Legend 1274,UNISEX,2000,Saffron;Pear;Grapefruit,Tuberose;Ylang Ylang;Violet,Vanilla;Benzoin;Labdanum,Amber Gourmand,4.1,
Mancera,Midnight Pulse 1275,MEN,1991,Pear;Grapefruit;Cardamom,Lavender;Cinnamon;Jasmine,Tonka Bean;Vanilla;Myrrh,Floral Musk,3.6,https://images.odora.it/perfumes/mancera-1275.jpg
